Date,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Heart Points,Heart Minutes,Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Dancing duration (ms),Treadmill running duration (ms),Swimming duration (ms),Yoga duration (ms)
2020-01-08,1852.262905808542,8107.048626244068,,,,,1.168548691405261,8.901531219482422,0.25129902362823486,12814,,,,124,72.0,72,,46512323,7000178,,,,,
2020-01-09,1707.5505008579696,5467.329280912876,,,,,2.4339599680175463,23.89010238647461,0.2521938681602478,9151,,,,95,35.0,31,,67216526,4362409,,,,,
2020-01-10,2074.777442835381,8850.55882960558,,,,,0.8835668010579485,11.32766342163086,0.25680699944496155,15012,,,,175,59.0,59,,63680126,11060757,,,,,
2020-01-11,1973.052785095482,10927.382961790077,42.330911,-71.1184887,42.3604819,-71.0491268,0.698753999937985,13.21092414855957,0.08771555125713348,17682,,,,201,77.0,77,,65740896,8776190,,,,,
2020-01-12,2080.693698992699,10982.586858034134,42.3026326,-71.1184456,42.3743883,-71.0304192,1.0145042118447292,15.233343124389648,0.001611066865734756,17741,,,,208,94.0,93,1030067,63698407,9949566,,,,,
2020-01-13,1614.1040070744832,3547.1868535280228,42.350835,-71.0537428,42.3537138,-71.0469789,1.6633187616088394,24.307920455932617,0.2944968342781067,5317,,,,49,29.0,29,,73077839,2619010,,,,,
2020-01-14,1696.6485617635653,5730.685261249542,,,,,0.7111579424111659,1.5555005073547363,0.26184967160224915,9038,,,,89,49.0,49,,77340080,4163556,,,,,
2020-01-15,1739.5792611284103,5767.37886595726,,,,,0.8986314902158533,1.5267482995986938,0.26601558923721313,9260,,,,94,54.0,54,,75329387,4946625,,,,,
2020-01-16,1708.9691603754075,5855.942480083555,42.3312763,-71.1121547,42.3561679,-71.0627552,0.953467812955752,8.15858268737793,0.22063100337982178,9296,,,,104,49.0,46,,73676637,4352139,,,,,
2020-01-17,1719.0685577226338,5480.912977188826,42.3312794,-71.1169211,42.3501737,-71.0775667,1.1212350979037549,17.78810691833496,0.0,7352,,,,82,34.0,31,352319,74628113,3544828,226486,,,,
2020-01-18,1960.9463119375619,6996.631772816181,34.2339371,-80.9455473,42.3621478,-71.0187425,6.7645578716888775,81.06999969482422,0.10358598083257675,12366,,,,151,17.0,17,,65643980,8966565,,,,,
2020-01-19,1607.5635258976388,2029.817160833627,34.23424,-77.8722823,34.2354407,-77.8709763,3.9055104970990877,30.96514320373535,0.09223935753107071,4355,,,,60,1.0,1,,64190865,2538609,,,,,
