Book_ID,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My_Rating,Average_Rating,Publisher,Binding,Page_Number,Year_Published,Original_Publication_Year,Date_Read,Date_Added,Bookshelves,Bookshelves_With_Positions,Exclusive_Shelf,My_Review,Spoiler,Private_Notes,Read_Count,Recommended_For,Recommended_By,Owned_Copies,Original_Purchase_Date,Original_Purchase_Location,Condition,Condition_Description,BCID
5470,1984,George Orwell,"Orwell, George",Erich Fromm,,,3,4.17,New American Library,Mass Market Paperback,326,1950,1949,7/3/2014,3/11/2014,,,read,,,,1,,,0,,,,,
11699212,The Difference Between You and Me,Madeleine George,"George, Madeleine",,0670011282,9780670011285,3,3.41,Viking Children's,Hardcover,261,2012,2012,7/3/2014,11/10/2013,,,read,,,,1,,,0,,,,,
15790873,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",Jennifer E. Smith,"Smith, Jennifer E.",,0316212822,9780316212823,3,3.68,Headline,Hardcover,404,2013,2013,7/3/2014,6/10/2014,,,read,,,,1,,,0,,,,,
18118614,Buzz Kill,Beth Fantaskey,"Fantaskey, Beth",,0547393105,9780547393100,3,3.68,HMH Books for Young Readers,Hardcover,362,2014,2014,7/3/2014,6/10/2014,,,read,,,,1,,,0,,,,,
1625,Twelfth Night,William Shakespeare,"Shakespeare, William",,0743482778,9780743482776,4,3.98,Simon  Schuster,Paperback,220,2004,1601,7/3/2014,6/10/2014,,,read,,,,1,,,0,,,,,
188572,The Complete Sherlock Holmes (Sherlock Holmes),Arthur Conan Doyle,"Doyle, Arthur Conan",,0553328255,9780553328257,5,4.51,Bantam Classics,Paperback,1796,1986,1927,6/21/2014,10/4/2013,,,read,,,,1,,,0,,,,,
13402447,"UnEnchanted (An Unfortunate Fairy Tale, #1)",Chanda Hahn,"Hahn, Chanda",,,,2,3.89,Chanda Hahn,Kindle Edition,235,2011,2011,,6/21/2014,,,read,,,,1,,,0,,,,,
8300973,September Fair (Murder-by-Month Mystery #5),Jess Lourey,"Lourey, Jess",,,,3,3.54,MIDNIGHT INK,Kindle Edition,270,2009,2009,,6/21/2014,,,read,,,,1,,,0,,,,,
9317501,"Invisible (Ivy Malone Mysteries, #1)",Lorena McCourtney,"McCourtney, Lorena",,,,3,3.61,Revell,Kindle Edition,320,2004,2004,,6/21/2014,,,read,,,,1,,,0,,,,,
8699822,"Mew Is for Murder (Theda Krakow, #1)",Clea Simon,"Simon, Clea",,,,4,3.48,Poisoned Pen Press,Kindle Edition,241,2011,2005,,6/21/2014,,,read,,,,1,,,0,,,,,
11879358,"Dying to Get Published (Jennifer Marsh Mysteries, #1)",Judy Fitzwater,"Fitzwater, Judy",,,,5,3.3,,Kindle Edition,240,2010,1995,,6/21/2014,,,read,,,,1,,,0,,,,,
18073813,The Invisible Man,H.G. Wells,"Wells, H.G.",,,,4,3.63,Public Domain Book,Kindle Edition,149,2012,1897,,6/21/2014,,,read,,,,1,,,0,,,,,
15991454,Miss Aggie's Gone Missing (Misadventure of Miss Aggie #1),Frances Devine,"Devine, Frances",,,,2,3.86,,Kindle Edition,242,2012,2008,,6/21/2014,,,read,,,,1,,,0,,,,,
19387319,Twin Crush (High School Wars),Nabila Owens,"Owens, Nabila",,,,1,3.17,Blair Publishing,Kindle Edition,31,2013,2013,,6/21/2014,,,read,,,,1,,,0,,,,,
1554,"Oedipus Rex  (The Theban Plays, #1)",Sophocles,"Sophocles, Sophocles",J.E. Thomas,1580495931,9781580495936,3,3.69,Prestwick House - (Literary Touchstone Classic),Paperback,75,2006,-450,6/10/2014,6/10/2014,,,read,,,,1,,,0,,,,,
23228,Boy Meets Boy,David Levithan,"Levithan, David",,0375832998,9780375832994,4,3.84,Alfred A. Knopf,Paperback,185,2005,2003,6/10/2014,5/20/2014,,,read,,,,1,,,0,,,,,
18189606,Since You've Been Gone,Morgan Matson,"Matson, Morgan",,1442435003,9781442435001,4,4.15,Simon & Schuster,Hardcover,464,2014,2014,6/10/2014,4/15/2014,,,read,,,,1,,,0,,,,,
18656043,Nanny Piggins and the Runaway Lion,R.A. Spratt,"Spratt, R.A.",Dan Santat,0316254533,9780316254533,0,4.44,"Little, Brown Books for Young Readers",Hardcover,320,2014,2010,,11/10/2013,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
12127750,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,"Riordan, Rick",,1423140605,9781423140603,5,4.46,Disney-Hyperion Books,Hardcover,586,2012,2012,,10/9/2013,,,read,,,,1,,,0,,,,,
17302690,Somebody Up There Hates You,Hollis Seamon,"Seamon, Hollis",,1616202602,9781616202606,3,3.47,Algonquin Young Readers,Paperback,239,2013,2013,5/19/2014,5/19/2014,,,read,,,,1,,,0,,,,,
39518,"Gilda Joyce: Psychic Investigator (Gilda Joyce, #1)",Jennifer Allison,"Allison, Jennifer",,0142406988,9780142406984,2,3.88,Puffin Books,Paperback,336,2006,2005,,5/18/2014,,,read,,,,1,,,0,,,,,
91244,"Beezus and Ramona (Ramona, #1)",Beverly Cleary,"Cleary, Beverly",,0192750968,9780192750969,3,3.99,Oxford University Press,,160,2000,1955,,5/18/2014,,,read,,,,1,,,0,,,,,
6507754,The Wish Stealers,Tracy Trivas,"Trivas, Tracy",,1416987258,9781416987253,2,3.91,Aladdin,Hardcover,288,2010,2010,,5/18/2014,,,read,,,,1,,,0,,,,,
7298656,Abby Carnelia's One & Only Magical Power,David Pogue,"Pogue, David",Antonio Caparo,1596433841,9781596433847,2,3.87,Roaring Brook Press,Hardcover,277,2010,2010,,5/18/2014,,,read,,,,1,,,0,,,,,
17777989,Poached (FunJungle #2),Stuart Gibbs,"Gibbs, Stuart",,1442467770,9781442467774,3,4.43,Simon  Schuster Books for Young Readers,Hardcover,352,2014,2014,,12/21/2013,,,read,,,,1,,,0,,,,,
12700353,Me and Earl and the Dying Girl,Jesse Andrews,"Andrews, Jesse",,1419701762,9781419701764,3,3.57,Harry N. Abrams,Hardcover,295,2012,2012,,11/21/2013,,,read,,,,1,,,0,,,,,
16071620,Six Earlier Days (Every Day #0.5),David Levithan,"Levithan, David",,0449819299,9780449819296,4,3.63,Knopf Books for Young Readers,ebook,47,2012,2012,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
8431746,"Zero Hour (H.I.V.E, #6)",Mark Walden,"Walden, Mark",,1408800160,9781408800164,4,4.34,Bloomsbury UK,Paperback,286,2010,2010,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
7937776,"Rogue (H.I.V.E, #5)",Mark Walden,"Walden, Mark",,1408800152,9781408800157,4,4.31,Bloomsbury Publishing PLC,Paperback,296,2010,2010,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
6275767,"Dreadnought (H.I.V.E, #4)",Mark Walden,"Walden, Mark",,0747594848,9780747594840,4,4.28,Bloomsbury Publishing Plc,Paperback,298,2009,2009,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
4617762,"Escape Velocity (H.I.V.E., #3)",Mark Walden,"Walden, Mark",,0747594856,9780747594857,4,4.27,Not Avail,Paperback,343,2008,2008,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
1446826,"The Overlord Protocol (H.I.V.E., #2)",Mark Walden,"Walden, Mark",,1416935738,9781416935735,4,4.22,Simon  Schuster Books for Young Readers,Hardcover,384,2008,2007,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
1008231,"H.I.V.E. Higher Institute of Villainous Education (H.I.V.E., #1)",Mark Walden,"Walden, Mark",,1416935711,9781416935711,4,4.07,Simon  Schuster Books for Young Readers,Hardcover,320,2007,2006,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
11071466,Second Chance Summer,Morgan Matson,"Matson, Morgan",Морган Мэтсон,1416990674,9781416990673,5,4.15,Simon & Schuster Children's Publishing,Hardcover,468,2012,2012,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
6636419,Northward to the Moon (My One Hundred Adventures #2),Polly Horvath,"Horvath, Polly",,0375861106,9780375861109,2,3.54,Schwartz & Wade Books,Hardcover,244,2010,2010,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
351237,When the Circus Came to Town,Polly Horvath,"Horvath, Polly",,0374483671,9780374483678,4,3.78,"Farrar, Straus and Giroux (BYR)",Paperback,144,1999,1996,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
2350460,My One Hundred Adventures (My One Hundred Adventures #1),Polly Horvath,"Horvath, Polly",,0375955828,9780375955822,2,3.55,Schwartz & Wade,Hardcover,260,2008,2008,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
18576,Everything on a Waffle (Coal Harbour #1),Polly Horvath,"Horvath, Polly",,0374422087,9780374422080,5,3.71,Sunburst,Paperback,150,2004,2001,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
10798418,Why We Broke Up,Daniel Handler,"Handler, Daniel",Maira Kalman,0316127256,9780316127257,2,3.48,"Little, Brown Books for Young Readers",Hardcover,354,2011,2011,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
214912,Marie Antoinette and the Decline of French Monarchy,Nancy Lotz,"Lotz, Nancy",Carlene Phillips,1931798281,9781931798280,5,3.77,Morgan Reynolds Publishing,Library Binding,160,2004,2004,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
17157,Marie Antoinette: The Journey,Antonia Fraser,"Fraser, Antonia",,0307277747,9780307277749,4,3.92,Anchor Books,Paperback,512,2006,2001,5/4/2014,5/4/2014,,,read,,,,1,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,0439785960,9780439785969,3,4.56,Scholastic Inc.,Paperback,652,2006,2005,,10/9/2013,,,read,,,,1,,,0,,,,,
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye",0143039563,9780143039563,4,3.91,Penguin Classics,Paperback,244,2006,1875,,11/10/2013,,,read,,,,1,,,0,,,,,
12875258,Tell the Wolves I'm Home,Carol Rifka Brunt,"Brunt, Carol Rifka",,0679644199,9780679644194,5,4.04,Random House,Hardcover,360,2012,2012,4/16/2014,4/16/2014,,,read,,,,1,,,0,,,,,
17355334,"The Show Must Go On! (Three-Ring Rascals, #1)",Kate Klise,"Klise, Kate",M. Sarah Klise,1616202440,9781616202446,0,3.76,Algonquin Young Readers,Hardcover,160,2013,2013,,4/15/2014,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
222524,Deliver Us From Normal,Kate Klise,"Klise, Kate",,0439523230,9780439523233,3,3.38,Scholastic Paperbacks,Paperback,256,2006,2005,,4/15/2014,,,read,,,,1,,,0,,,,,
13538880,Homesick,Kate Klise,"Klise, Kate",,1250008425,9781250008428,3,3.69,Feiwel & Friends,Hardcover,192,2012,2012,,4/15/2014,,,read,,,,1,,,0,,,,,
19479,"Regarding the Sink: Where, Oh Where, Did Waters Go?",Kate Klise,"Klise, Kate",M. Sarah Klise,0152055444,9780152055448,5,4.21,HMH Books for Young Readers,Paperback,144,2006,2004,,4/15/2014,,,read,,,,1,,,0,,,,,
23401,Letters from Camp,Kate Klise,"Klise, Kate",M. Sarah Klise,0380793482,9780380793488,5,4.24,HarperCollins,Paperback,192,2000,1999,,4/15/2014,,,read,,,,1,,,0,,,,,
9169331,"Till Death Do Us Bark (43 Old Cemetery Road, #3)",Kate Klise,"Klise, Kate",M. Sarah Klise,0547400365,9780547400365,4,4.23,HMH Books for Young Readers,Hardcover,124,2011,2011,,4/15/2014,,,read,,,,1,,,0,,,,,
19414,Trial by Journal,Kate Klise,"Klise, Kate",M. Sarah Klise,0380816725,9780380816729,4,4.29,HarperCollins Publishers,Paperback,238,2002,2001,,4/15/2014,,,read,,,,1,,,0,,,,,
1554315,The Melting Season,Celeste Conway,"Conway, Celeste",,0385733399,9780385733397,0,3.63,Delacorte Books for Young Readers,Hardcover,288,2009,2006,,4/14/2014,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
15792598,Who Done It?,Jon Scieszka,"Scieszka, Jon","Libba Bray, Gayle Forman, John Green, Maureen Johnson, David Levithan, Jacquelyn Mitchard, Lauren Myracle, Lemony Snicket, Rebecca Stead, Lev Grossman, Ned Vizzini, Sara Shepard, Todd Strasser, Jennifer E. Smith, Jordan Sonnenblick, Robin Wasserman, Michelle Zink, Susane Colasanti, Sarah Beth Durst, Lindsey Kelk, Barry Lyga, Lauren Oliver, Natalie Standiford, Melissa Walker, Kiersten White, Jen Calonita, Adele Griffin, J.R. Angelella, Kate Angelella, Jennifer Belle, Liz Braswell, Steve Brezenoff, Elise Broach, Patrick Carman, Elizabeth Craft, Melissa de la Cruz, Julia DeVillers, Paige Pooler, Larry Doyle, Dave Eggers, Daniel Ehrenhaft, Elizabeth Eulberg, Helen  Fitzgerald, Aimee Friedman, Margaux Froley, Claudia Gabel, Michelle Gagnon, Adam Gidwitz, Anna Godbersen, Peter  Brown",1616951524,9781616951528,5,3.25,Soho Teen,Hardcover,373,2013,2013,,4/11/2014,,,read,,,,1,,,0,,,,,
10194628,Love and Leftovers,Sarah Tregay,"Tregay, Sarah",,0062023586,9780062023582,2,3.76,Katherine Tegen Books,Hardcover,432,2011,2011,4/5/2014,1/4/2014,,,read,,,,1,,,0,,,,,
222525,"Define ""Normal""",Julie Anne Peters,"Peters, Julie Anne",,0316734896,9780316734899,1,3.81,"Little, Brown Books for Young Readers",Paperback,196,2003,2000,,2/4/2014,,,read,,,,1,,,0,,,,,
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,,,1,4.2,MTV Books/Pocket Books,Paperback,213,1999,1999,4/5/2014,4/2/2014,,,read,,,,1,,,0,,,,,
16068905,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,,,4,4.09,St. Martin's Press,Kindle Edition,483,2013,2013,4/5/2014,4/2/2014,,,read,,,,1,,,0,,,,,
13642963,"Speaking from Among the Bones (Flavia de Luce, #5)",Alan Bradley,"Bradley, Alan",,0385344031,9780385344036,3,4.16,Delacorte Press,Hardcover,378,2013,2013,4/5/2014,1/6/2014,,,read,,,,1,,,0,,,,,
17349153,"Magic Marks the Spot (The Very Nearly Honorable League of Pirates, #1)",Caroline Carlson,"Carlson, Caroline",Dave Phillips,0062194348,9780062194343,3,4.05,HarperCollins,Hardcover,358,2013,2013,4/2/2014,10/9/2013,,,read,,,,1,,,0,,,,,
13429614,Calling Dr. Laura,Nicole J. Georges,"Georges, Nicole J.",,0547615590,9780547615592,3,3.83,Mariner Books,Paperback,262,2013,2013,4/2/2014,11/9/2013,,,read,,,,1,,,0,,,,,
18167596,29 Myths on the Swinster Pharmacy,Lemony Snicket,"Snicket, Lemony",Lisa Brown,1938073789,9781938073786,5,2.96,McSweeney's McMullens,Hardcover,32,2014,2014,,2/3/2014,,,read,,,,1,,,0,,,,,
16181775,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,"Simsion, Graeme",,1476729085,9781476729084,5,4.02,Simon & Schuster,Hardcover,297,2013,2013,3/15/2014,2/22/2014,,,read,,,,1,,,0,,,,,
15837400,"Masked Ball at Broxley Manor (Her Royal Spyness Mysteries, #0.5)",Rhys Bowen,"Bowen, Rhys",,,,0,3.83,Berkley,Kindle Edition,44,2012,2012,,3/4/2014,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
6953508,"Some We Love, Some We Hate, Some We Eat: Why It's So Hard to Think Straight About Animals",Hal Herzog,"Herzog, Hal",,0061730866,9780061730863,0,3.84,Harper,Hardcover,326,2010,2010,,3/4/2014,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
18967181,"Dangerous Deceptions (Palace of Spies, #2)",Sarah Zettel,"Zettel, Sarah",,0544074092,9780544074095,0,3.75,HMH Books for Young Readers,Hardcover,384,2014,2014,,2/18/2014,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
17165966,"Palace of Spies (Palace of Spies, #1)",Sarah Zettel,"Zettel, Sarah",,0544074114,9780544074118,4,3.55,HMH Books for Young Readers,Hardcover,368,2013,2013,,2/18/2014,,,read,,,,1,,,0,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,,,4,4.27,Harper Perennial Modern Classics,Paperback,324,2006,1960,2/18/2014,8/26/2013,,,read,,,,1,,,0,,,,,
328439,I Am a Bunny,Ole Risom,"Risom, Ole",Richard Scarry,0375827781,9780375827785,5,4.32,Golden Books,Board Book,26,2004,1963,,10/9/2013,,,read,,,,1,,,0,,,,,
13597723,"The Naturals (The Naturals, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,1423168232,9781423168232,1,4.18,Disney-Hyperion,Hardcover,308,2013,2013,,2/8/2014,,,read,,,,1,,,0,,,,,
94072,"Geography Club (Russel Middlebrook, #1)",Brent Hartinger,"Hartinger, Brent",,0060012234,9780060012236,4,3.74,HarperCollins,Paperback,226,2004,2003,2/4/2014,2/4/2014,,,read,,,,1,,,0,,,,,
6609714,"The Lonely Hearts Club (The Lonely Hearts Club, #1)",Elizabeth Eulberg,"Eulberg, Elizabeth",,0545140315,9780545140317,4,3.81,Point,Hardcover,290,2010,2010,2/4/2014,1/16/2014,,,read,,,,1,,,0,,,,,
18655516,"Catch Your Death (Ruby Redfort, #3)",Lauren Child,"Child, Lauren",,9780007334,,5,4.44,HarperCollinsPublishers,Hardcover,352,2013,2013,2/4/2014,11/10/2013,,,read,,,,1,,,0,,,,,
15790852,The Dark,Lemony Snicket,"Snicket, Lemony",Jon Klassen,0316187488,9780316187480,4,4.09,"Little, Brown Books for Young Readers",Hardcover,40,2013,2013,,2/3/2014,,,read,,,,1,,,0,,,,,
68930,"They Do It with Mirrors (Miss Marple, #6)",Agatha Christie,"Christie, Agatha",,0451199901,9780451199904,2,3.75,Signet,Paperback,224,2000,1952,,1/28/2014,,,read,,,,1,,,0,,,,,
16333,"At Bertram's Hotel (Miss Marple, #11)",Agatha Christie,"Christie, Agatha",,0002310015,9780002310017,3,3.7,HarperCollins,Paperback,223,2002,1965,,1/28/2014,,,read,,,,1,,,0,,,,,
16341,The Moving Finger (Miss Marple #4),Agatha Christie,"Christie, Agatha",,0007120842,9780007120840,2,3.85,Harper Collins,Paperback,299,2012,1942,,1/28/2014,,,read,,,,1,,,0,,,,,
31304,Nemesis (Miss Marple #12),Agatha Christie,"Christie, Agatha",,0451200187,9780451200181,4,3.85,Signet,Paperback,224,2000,1971,,1/28/2014,,,read,,,,1,,,0,,,,,
834378,A Pocket Full of Rye (Miss Marple #7),Agatha Christie,"Christie, Agatha",,0451199863,9780451199867,3,3.85,Signet,Paperback,220,2000,1953,,1/28/2014,,,read,,,,1,,,0,,,,,
49596,The Secret Adversary (Tommy and Tuppence #1),Agatha Christie,"Christie, Agatha",,1600963943,9781600963940,2,3.84,Waking Lion Press,Paperback,268,2008,1922,,1/28/2014,,,read,,,,1,,,0,,,,,
16372,"The Mirror Crack'd from Side to Side (Miss Marple, #9)",Agatha Christie,"Christie, Agatha",,0007120982,9780007120987,5,3.91,HarperCollins,Paperback,351,2002,1962,,1/28/2014,,,read,,,,1,,,0,,,,,
140278,"4:50 from Paddington (Miss Marple, #8)",Agatha Christie,"Christie, Agatha",,1579126936,9781579126933,4,3.95,Black Dog & Leventhal Publishers,Hardcover,288,2007,1957,,1/28/2014,,,read,,,,1,,,0,,,,,
16298,"A Murder Is Announced (Miss Marple, #5)",Agatha Christie,"Christie, Agatha",,1579126294,9781579126292,2,3.98,Black Dog & Leventhal Publishers,Hardcover,288,2006,1950,,1/28/2014,,,read,,,,1,,,0,,,,,
16319,"The Body in the Library (Miss Marple, #3)",Agatha Christie,"Christie, Agatha",,157912626X,9781579126261,3,3.85,Black Dog & Leventhal Publishers,Hardcover,191,2006,1942,,1/28/2014,,,read,,,,1,,,0,,,,,
16322,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,"Christie, Agatha",,1579126243,9781579126247,5,4,Black Dog & Leventhal Publishers,Hardcover,252,2006,1936,,1/28/2014,,,read,,,,1,,,0,,,,,
16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",,1579126278,9781579126278,5,4.23,Black Dog & Leventhal Publishers,Hardcover,288,2006,1926,,1/28/2014,,,read,,,,1,,,0,,,,,
16304,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,0425200450,9780425200452,4,4.16,Berkley,Paperback,322,2004,1934,,1/28/2014,,,read,,,,1,,,0,,,,,
15808340,"Heirs and Graces (Her Royal Spyness Mysteries, #7)",Rhys Bowen,"Bowen, Rhys",,042526002X,9780425260029,3,3.94,The Berkley Publishing Group,Hardcover,295,2013,2013,1/27/2014,1/6/2014,,,read,,,,1,,,0,,,,,
7741325,"Dash & Lily's Book of Dares (Dash & Lily, #1)",Rachel Cohn,"Cohn, Rachel",David Levithan,0375866590,9780375866593,3,3.8,Knopf Books for Young Readers,Hardcover,260,2010,2010,,1/27/2014,,,read,,,,1,,,0,,,,,
7664334,Amy & Roger's Epic Detour,Morgan Matson,"Matson, Morgan",,1416990658,9781416990659,5,4.02,Simon  Schuster Books for Young Readers,Hardcover,344,2010,2010,,1/7/2014,,,read,,,,1,,,0,,,,,
10798416,The Statistical Probability of Love at First Sight,Jennifer E. Smith,"Smith, Jennifer E.",,0316122386,9780316122382,2,3.79,Poppy/Little Brown,Hardcover,236,2012,2012,,1/10/2014,,,read,,,,1,,,0,,,,,
13542533,"The Twelve Clues of Christmas (Her Royal Spyness Mysteries, #6)",Rhys Bowen,"Bowen, Rhys",,0425252787,9780425252789,4,4.06,Berkley,Hardcover,311,2012,2012,,10/27/2013,,,read,,,,1,,,0,,,,,
16085474,Dad Is Fat,Jim Gaffigan,"Gaffigan, Jim",,038534905X,9780385349055,4,3.77,Crown Archetype,Hardcover,275,2013,2013,,11/9/2013,,,read,,,,1,,,0,,,,,
12154294,Getting Over Garrett Delaney,Abby McDonald,"McDonald, Abby",,0763655074,9780763655075,3,3.75,Candlewick,Hardcover,336,2012,2012,,1/4/2014,,,read,,,,1,,,0,,,,,
11277218,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",Alan Bradley,"Bradley, Alan",,0385344015,9780385344012,3,4.09,Random House Doubleday,Hardcover,293,2011,2011,,1/6/2014,,,read,,,,1,,,0,,,,,
8517008,"A Red Herring Without Mustard (Flavia de Luce, #3)",Alan Bradley,"Bradley, Alan",,0385342322,9780385342322,3,4.07,Delacorte Press,Hardcover,399,2011,2011,,1/6/2014,,,read,,,,1,,,0,,,,,
6777616,"The Weed That Strings the Hangman's Bag (Flavia de Luce, #2)",Alan Bradley,"Bradley, Alan",,0385342314,9780385342315,3,3.99,Delacorte Press,Hardcover,364,2010,2010,,1/6/2014,,,read,,,,1,,,0,,,,,
10793807,Awkward Family Pet Photos,Mike  Bender,"Bender, Mike",Doug Chernack,0307888126,9780307888129,5,3.74,Three Rivers Press,Paperback,176,2011,2011,,1/3/2014,,,read,,,,1,,,0,,,,,
4137,Me Talk Pretty One Day,David Sedaris,"Sedaris, David",,0349113912,9780349113913,5,3.98,"Little, Brown and Company",Paperback,272,2001,2000,,1/3/2014,,,read,,,,1,,,0,,,,,
6957028,Awkward Family Photos,Mike  Bender,"Bender, Mike",Doug Chernack,0307592294,9780307592293,5,3.88,Three Rivers Press,Paperback,192,2010,2010,,1/3/2014,,,read,,,,1,,,0,,,,,
4914583,F in Exams: The Best Test Paper Blunders,Richard Benson,"Benson, Richard",,1840247002,9781840247008,5,3.79,Summersdale,Paperback,127,2008,2008,,1/3/2014,,,read,,,,1,,,0,,,,,
12640991,Weird Things Customers Say in Bookshops,Jen Campbell,"Campbell, Jen",,1780334834,9781780334837,5,3.82,Constable and Robinson,Hardcover,120,2012,2012,,1/3/2014,,,read,,,,1,,,0,,,,,
867252,The Superior Person's Second Book of Weird and Wondrous Words,Peter Bowler,"Bowler, Peter",,087923928X,9780879239282,0,4.06,David R Godine,Hardcover,128,1992,1992,,1/3/2014,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
867255,The Superior Person's Third Book of Words,Peter Bowler,"Bowler, Peter",,0747569185,9780747569183,0,3.88,Bloomsbury,Hardcover,160,2004,2004,,1/3/2014,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
867251,The Superior Person's Book of Words,Peter Bowler,"Bowler, Peter",Dennis Corrigan,087923556X,9780879235567,5,3.84,David R. Godine Publisher,Hardcover,128,1985,1979,,1/3/2014,,,read,,,,1,,,0,,,,,
169756,Feed,M.T. Anderson,"Anderson, M.T.",,0763622591,9780763622596,4,3.54,Candlewick Press,Paperback,308,2004,2002,1/3/2014,1/3/2014,,,read,,,,1,,,0,,,,,
8008785,Grounded,Kate Klise,"Klise, Kate",,0312570392,9780312570392,3,3.93,Feiwel & Friends,Hardcover,208,2010,2010,,1/3/2014,,,read,,,,1,,,0,,,,,
18612961,Inquisitor's Apprentice,Chris Moriarty,"Moriarty, Chris",,1299899994,9781299899995,3,3.57,Harcourt Brace and Company,ebook,129,2011,2011,,11/10/2013,,,read,,,,1,,,0,,,,,
17290261,The Abominables,Eva Ibbotson,"Ibbotson, Eva",Fiona  Robinson,1419707892,9781419707896,5,3.78,Harry N. Abrams,Hardcover,272,2013,2012,,12/29/2013,,,read,,,,1,,,0,,,,,
16101121,"The World's Strongest Librarian: A Memoir of Tourette's, Faith, Strength, and the Power of Family",Josh Hanagarne,"Hanagarne, Josh",,1592407870,9781592407873,5,3.78,Avery,Hardcover,291,2013,2013,12/27/2013,11/9/2013,,,read,,,,1,,,0,,,,,
6760793,"Belly Up (FunJungle, #1)",Stuart Gibbs,"Gibbs, Stuart",,1416987312,9781416987314,5,4.2,Simon Schuster Books for Young Readers,Hardcover,294,2010,2010,,11/10/2013,,,read,,,,1,,,0,,,,,
42318,Karlsson on the Roof,Astrid Lindgren,"Lindgren, Astrid","Ilon Wikland, Patricia Crampton",0749710373,9780749710378,0,4.11,Mammoth,Paperback,128,1992,1955,,12/27/2013,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
19478,Regarding the Trees: A Splintered Saga Rooted in Secrets,Kate Klise,"Klise, Kate",M. Sarah Klise,0152051635,9780152051631,5,4.21,HMH Books for Young Readers,Hardcover,160,2005,2005,,12/21/2013,,,read,,,,1,,,0,,,,,
23400,Regarding the Bathrooms: A Privy to the Past,Kate Klise,"Klise, Kate",M. Sarah Klise,0152051643,9780152051648,5,4.22,HMH Books for Young Readers,Hardcover,160,2006,2006,,12/21/2013,,,read,,,,1,,,0,,,,,
15814466,"Hollywood, Dead Ahead (43 Old Cemetery Road, #5)",Kate Klise,"Klise, Kate",M. Sarah Klise,0547852835,9780547852836,5,4.19,HMH Books for Young Readers,Hardcover,144,2013,2013,,12/21/2013,,,read,,,,1,,,0,,,,,
18222719,"Greetings from the Graveyard (43 Old Cemetery Road, #6)",Kate Klise,"Klise, Kate",M. Sarah Klise,0544105672,9780544105676,5,4.28,HMH Books for Young Readers,Hardcover,160,2014,2014,,12/21/2013,,,read,,,,1,,,0,,,,,
12412944,"The Phantom of the Post Office (43 Old Cemetery Road, #4)",Kate Klise,"Klise, Kate",M. Sarah Klise,0547519745,9780547519746,5,4.25,HMH Books for Young Readers,Hardcover,136,2012,2012,,12/21/2013,,,read,,,,1,,,0,,,,,
1246752,"Regarding the Bees: A Lesson, in Letters, on Honey, Dating, and Other Sticky Subjects",Kate Klise,"Klise, Kate",M. Sarah Klise,0152057110,9780152057114,5,4.14,HMH Books for Young Readers,Hardcover,144,2007,2007,,12/21/2013,,,read,,,,1,,,0,,,,,
