Book_ID,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My_Rating,Average_Rating,Publisher,Binding,Page_Number,Year_Published,Original_Publication_Year,Date_Read,Date_Added,Bookshelves,Bookshelves_With_Positions,Exclusive_Shelf,My_Review,Spoiler,Private_Notes,Read_Count,Recommended_For,Recommended_By,Owned_Copies,Original_Purchase_Date,Original_Purchase_Location,Condition,Condition_Description,BCID
6318413,Into the Wild Nerd Yonder,Julie Halpern,"Halpern, Julie",,0312382529,9780312382520,4,3.8,Feiwel & Friends,Hardcover,245,2009,2009,,10/9/2013,,,read,,,,1,,,0,,,,,
10634238,"Naughty in Nice (Her Royal Spyness Mysteries, #5)",Rhys Bowen,"Bowen, Rhys",,0425243494,9780425243497,5,4.01,Berkley Books,Hardcover,328,2011,2011,,10/27/2013,,,read,,,,1,,,0,,,,,
552582,"The Wizard, the Fairy, and the Magic Chicken",Helen Lester,"Lester, Helen",,0395479452,9780395479452,0,3.94,HMH Books for Young Readers,Paperback,32,1988,1983,,11/24/2013,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
1231845,Tackylocks and the Three Bears,Helen Lester,"Lester, Helen",Lynn Munsinger,0618224904,9780618224906,5,3.8,HMH Books for Young Readers,Hardcover,32,2002,2002,,11/24/2013,,,read,,,,1,,,0,,,,,
6064966,Tacky Goes to Camp,Helen Lester,"Lester, Helen",Lynn Munsinger,0618988122,9780618988129,0,3.81,HMH Books for Young Readers,Hardcover,32,2009,2009,,11/24/2013,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
346293,Tacky and the Winter Games,Helen Lester,"Lester, Helen",Lynn Munsinger,0618556591,9780618556595,5,3.85,HMH Books for Young Readers,Hardcover,32,2005,2005,,11/24/2013,,,read,,,,1,,,0,,,,,
346292,Tacky and the Emperor,Helen Lester,"Lester, Helen",Lynn Munsinger,0618260099,9780618260096,5,4.02,HMH Books for Young Readers,Paperback,32,2002,2000,,11/24/2013,,,read,,,,1,,,0,,,,,
346290,Tacky in Trouble,Helen Lester,"Lester, Helen",Lynn Munsinger,0618380086,9780618380084,0,3.86,HMH Books for Young Readers,Paperback,32,2005,1998,,11/24/2013,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
346291,Three Cheers for Tacky,Helen Lester,"Lester, Helen",Lynn Munsinger,039582740X,9780395827406,5,4.1,HMH Books for Young Readers,Paperback,32,1996,1994,,11/24/2013,,,read,,,,1,,,0,,,,,
552583,Me First,Helen Lester,"Lester, Helen",Lynn Munsinger,0395720222,9780395720226,5,4.06,HMH Books for Young Readers,Paperback,32,1995,1992,,11/24/2013,,,read,,,,1,,,0,,,,,
859427,A Porcupine Named Fluffy,Helen Lester,"Lester, Helen",Lynn Munsinger,0395520185,9780395520185,5,4.21,HMH Books for Young Readers,Paperback,32,1989,1986,,11/24/2013,,,read,,,,1,,,0,,,,,
883055,Hooway for Wodney Wat,Helen Lester,"Lester, Helen",Lynn Munsinger,061821612X,9780618216123,5,4.36,HMH Books for Young Readers,Paperback,32,2002,1999,,11/24/2013,,,read,,,,1,,,0,,,,,
11254250,"Cabin Fever (Diary of a Wimpy Kid, #6)",Jeff Kinney,"Kinney, Jeff",,1419702238,9781419702235,4,4.22,Amulet Books,Hardcover,224,2011,2010,,11/24/2013,,,read,,,,1,,,0,,,,,
7823678,"The Ugly Truth (Diary of a Wimpy Kid, #5)",Jeff Kinney,"Kinney, Jeff",,0810984911,9780810984912,5,4.17,Amulet books,Hardcover,217,2010,2010,,11/24/2013,,,read,,,,1,,,0,,,,,
3293821,"The Last Straw (Diary of a Wimpy Kid, #3)",Jeff Kinney,"Kinney, Jeff",,0810970686,9780810970687,5,4.13,Amulet Books,Hardcover,218,2009,2009,,11/24/2013,,,read,,,,1,,,0,,,,,
6578293,"Dog Days (Diary of a Wimpy Kid, #4)",Jeff Kinney,"Kinney, Jeff",,0810983915,9780810983915,4,4.15,Amulet Books,Paperback,218,2009,2009,,11/24/2013,,,read,,,,1,,,0,,,,,
389627,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,"Kinney, Jeff",,0810993139,9780810993136,4,3.97,Amulet Books,Hardcover,217,2007,2004,,11/24/2013,,,read,,,,1,,,0,,,,,
1809465,"Rodrick Rules (Diary of a Wimpy Kid, #2)",Jeff Kinney,"Kinney, Jeff",,0810994739,9780810994737,4,4.11,Amulet Books,Hardcover,224,2008,2008,,11/24/2013,,,read,,,,1,,,0,,,,,
17369219,"When Did You See Her Last? (All the Wrong Questions, #2)",Lemony Snicket,"Snicket, Lemony",,0316123056,9780316123051,3,4.08,Little Brown,Hardcover,279,2013,2013,11/24/2013,11/23/2013,,,read,,,,1,,,0,,,,,
7895168,"Royal Blood (Her Royal Spyness Mysteries, #4)",Rhys Bowen,"Bowen, Rhys",,0425234460,9780425234464,5,3.94,Berkley Publishing Group,Hardcover,305,2010,2010,11/24/2013,10/27/2013,,,read,,,,1,,,0,,,,,
383514,"Her Royal Spyness (Her Royal Spyness Mysteries, #1)",Rhys Bowen,"Bowen, Rhys",,0425215679,9780425215678,4,3.78,Berkley Publishing Group,Paperback,324,2007,2007,,10/9/2013,,,read,,,,1,,,0,,,,,
16000983,Parenting: Illustrated with Crappy Pictures,Amber Dusick,"Dusick, Amber",,0373892748,9780373892747,5,4.13,Harlequin,Hardcover,224,2013,2013,,11/9/2013,,,read,,,,1,,,0,,,,,
17733898,"Hard Luck (Diary of a Wimpy Kid, #8)",Jeff Kinney,"Kinney, Jeff",,1419711326,9781419711329,4,4.28,Amulet Books,Hardcover,217,2013,2013,,11/9/2013,,,read,,,,1,,,0,,,,,
2914097,Paper Towns,John Green,"Green, John",,0525478183,9780525478188,5,3.84,Dutton Juvenile,Hardcover,305,2008,2008,11/23/2013,11/23/2013,,,read,"I just finished reading this book, and I loved it so much! John Green is so funny, and this book was funny and meaningful...I don't know what else to say here except I LOVE YOU JOHN GREEN! And I've read almost all of your other books and they are awesome, and I think Paper Towns is the best one!!!!!",,,1,,,0,,,,,
2409958,"Native Tongue (The Specialists, #4)",Shannon Greenland,"Greenland, Shannon",,0142411604,9780142411605,4,4.04,Speak,Paperback,224,2008,2008,,11/6/2013,,,read,,,,1,,,0,,,,,
13262783,"Every Day (Every Day, #1)",David Levithan,"Levithan, David",,0307931889,9780307931887,5,3.96,Knopf Books for Young Readers,Hardcover,322,2012,2012,,11/21/2013,,,read,,,,1,,,0,,,,,
15801337,Spy Camp (Spy School #2),Stuart Gibbs,"Gibbs, Stuart",,1442457538,9781442457539,5,4.43,Simon  Schuster Books for Young Readers,Hardcover,336,2013,2013,,11/21/2013,,,read,,,,1,,,0,,,,,
11750648,Spy School (Spy School #1),Stuart Gibbs,"Gibbs, Stuart",,1442421827,9781442421820,5,4.21,Simon  Schuster Books for Young Readers,Hardcover,304,2012,2012,,11/21/2013,,,read,,,,1,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,0812550706,9780812550702,4,4.3,TOR,Mass Market Paperback,324,1994,1985,,11/13/2013,,,read,,,,1,,,0,,,,,
9418327,Bossypants,Tina Fey,"Fey, Tina",,,,4,3.95,Reagan Arthur Books,Kindle Edition,283,2011,2011,,11/13/2013,,,read,,,,1,,,0,,,,,
17345190,The Minor Adjustment Beauty Salon (No. 1 Ladies' Detective Agency #14),Alexander McCall Smith,"Smith, Alexander McCall",,0307378411,9780307378415,0,4.11,Pantheon,Hardcover,242,2013,2013,,11/13/2013,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
12405126,The Limpopo Academy of Private Detection (No. 1 Ladies' Detective Agency #13),Alexander McCall Smith,"Smith, Alexander McCall",,0307378403,9780307378408,4,4.11,Pantheon,Hardcover,257,2012,2012,,11/13/2013,,,read,,,,1,,,0,,,,,
8628133,The Saturday Big Tent Wedding Party (No. 1 Ladies' Detective Agency #12),Alexander McCall Smith,"Smith, Alexander McCall",,030737839X,9780307378392,4,4.07,Pantheon,Hardcover,213,2011,2011,,11/13/2013,,,read,,,,1,,,0,,,,,
6716424,The Double Comfort Safari Club (No. 1 Ladies' Detective Agency #11),Alexander McCall Smith,"Smith, Alexander McCall",,0375424504,9780375424502,5,4.07,Pantheon Books,Hardcover,211,2010,2010,,11/13/2013,,,read,,,,1,,,0,,,,,
4285768,Tea Time for the Traditionally Built (No. 1 Ladies' Detective Agency #10),Alexander McCall Smith,"Smith, Alexander McCall",,0375424490,9780375424496,3,4.12,Pantheon Books,Hardcover,212,2009,2009,,11/13/2013,,,read,,,,1,,,0,,,,,
7058,The Good Husband of Zebra Drive,Alexander McCall Smith,"Smith, Alexander McCall",,0375422730,9780375422737,5,4.07,Pantheon Books,Hardcover,213,2007,2007,,11/13/2013,,,read,,,,1,,,0,,,,,
1605034,The Miracle at Speedy Motors,Alexander McCall Smith,"Smith, Alexander McCall",,,,5,4.09,Pantheon Books,Hardcover,214,2008,2008,,11/13/2013,,,read,,,,1,,,0,,,,,
28184,Blue Shoes and Happiness,Alexander McCall Smith,"Smith, Alexander McCall",,1400075718,9781400075713,4,4.06,Anchor,Paperback,256,2007,2006,,11/13/2013,,,read,,,,1,,,0,,,,,
7053,In the Company of Cheerful Ladies,Alexander McCall Smith,"Smith, Alexander McCall",,0375422714,9780375422713,4,4.07,Pantheon,Hardcover,233,2005,2004,,11/13/2013,,,read,,,,1,,,0,,,,,
97898,The Full Cupboard of Life (No. 1 Ladies' Detective Agency #05),Alexander McCall Smith,"Smith, Alexander McCall",,1400031818,9781400031818,3,4.02,Anchor,Paperback,198,2005,2003,,11/13/2013,,,read,,,,1,,,0,,,,,
7036,The Kalahari Typing School for Men,Alexander McCall Smith,"Smith, Alexander McCall",,0349117047,9780349117041,5,4,Abacus,Paperback,210,2004,2002,,11/13/2013,,,read,,,,1,,,0,,,,,
7039,Tears of the Giraffe,Alexander McCall Smith,"Smith, Alexander McCall",,0349116652,9780349116655,3,3.96,Abacus,Paperback,217,2003,2000,,11/13/2013,,,read,,,,1,,,0,,,,,
7035,Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),Alexander McCall Smith,"Smith, Alexander McCall",,1400031362,9781400031368,4,3.98,Random House Anchor,Paperback,227,2002,2001,,11/13/2013,,,read,,,,1,,,0,,,,,
7061,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,"Smith, Alexander McCall",,1400034779,9781400034772,4,3.77,Anchor Books,Paperback,235,2003,1998,,11/13/2013,,,read,,,,1,,,0,,,,,
13617210,Goldilocks and the Three Dinosaurs,Mo Willems,"Willems, Mo",,0062104187,9780062104182,5,4.21,Balzer + Bray,Hardcover,40,2012,2012,,11/11/2013,,,read,"I loved this book and laughed so much! The kids that I babysit loved it too! Great job, Mo Willems!!!!",,,1,,,0,,,,,
15793543,The Age of the Image: Redefining Literacy in the a World of Screens,Stephen Apkon,"Apkon, Stephen",,0374102430,9780374102432,4,3.47,"Farrar, Straus and Giroux",Hardcover,263,2013,2013,,11/10/2013,,,read,,,,1,,,0,,,,,
13447857,Nanny Piggins and the Rival Ringmaster ,R.A. Spratt,"Spratt, R.A.",,1864718153,9781864718157,0,4.55,Random House Australia,Paperback,297,2011,2011,,11/10/2013,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
13447824,Nanny Piggins and The Pursuit Of Justice,R.A. Spratt,"Spratt, R.A.",,,,0,4.57,Random House Australia,Kindle Edition,240,2011,2011,,11/10/2013,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
17785989,"Nanny Piggins And The Race To Power (Nanny Piggins, #8)",R.A. Spratt,"Spratt, R.A.",,1742754996,9781742754994,0,4.63,Random House,Paperback,304,2013,2013,,11/10/2013,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
9751135,Nanny Piggins and the Accidental Blast Off,R.A. Spratt,"Spratt, R.A.",,1864718595,9781864718591,0,4.53,Random House Australia,Paperback,276,2011,2011,,11/10/2013,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
17156305,"Nanny Piggins And The Daring Rescue (Nanny Piggins, #7)",R.A. Spratt,"Spratt, R.A.",,174275497X,9781742754970,0,4.5,Random House,Paperback,288,2012,2012,,11/10/2013,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
9751060,"Nanny Piggins and the Wicked Plan (Nanny Piggins, #2)",R.A. Spratt,"Spratt, R.A.",,1741663172,9781741663174,5,4.36,Random House Australia,Paperback,264,2009,2009,,11/10/2013,,,read,,,,1,,,0,,,,,
7744252,The Adventures of Nanny Piggins,R.A. Spratt,"Spratt, R.A.",Dan Santat,0316068195,9780316068192,5,4.13,"Little, Brown Books for Young Readers",Hardcover,256,2010,2009,,11/10/2013,,,read,,,,1,,,0,,,,,
8882815,The Death of Joan of Arc (The Secrets of the Immortal Nicholas Flamel #4.5),Michael Scott,"Scott, Michael",,0375899928,9780375899928,4,3.91,Delacorte Books for Young Readers,ebook,12,2010,2010,,11/10/2013,,,read,,,,1,,,0,,,,,
110660,You Can Never Find a Rickshaw When It Monsoons: The World on One Cartoon a Day,Mo Willems,"Willems, Mo",Dave Barry,0786837470,9780786837472,5,3.76,Hyperion Books for Children,Paperback,396,2006,2006,,11/10/2013,,,read,,,,1,,,0,,,,,
12730051,Billy the Kid and the Vampyres of Vegas (The Secrets of the Immortal Nicholas Flamel #5.5),Michael Scott,"Scott, Michael",,030797555X,9780307975553,4,4.1,Delacorte Books for Young Readers,ebook,67,2011,2011,,11/10/2013,,,read,,,,1,,,0,,,,,
6976343,"Elspeth (Shadow of the Dragon, #2)",Kate O'Hearn,"O'Hearn, Kate",,1935279181,9781935279181,2,4.2,Kane Miller Book Pub,Hardcover,303,2010,2009,,11/10/2013,,,read,,,,1,,,0,,,,,
6545487,Shadow of the Dragon: Kira,Kate O'Hearn,"O'Hearn, Kate",,193527905X,9781935279051,2,4.13,"Kane Miller, A Division of EDC Publishing",Hardcover,307,2009,2008,,11/10/2013,,,read,,,,1,,,0,,,,,
10336420,"Pegasus and the Fight for Olympus (Pegasus, #2)",Kate O'Hearn,"O'Hearn, Kate",,0340997419,9780340997413,4,4.41,Hodder Children's Books,Paperback,368,2011,2011,,11/10/2013,,,read,,,,1,,,0,,,,,
7169238,"The Flame of Olympus  (Pegasus, #1)",Kate O'Hearn,"O'Hearn, Kate",,,,3,4.26,Hodder Children's Books,Paperback,385,2013,2011,,11/10/2013,,,read,,,,1,,,0,,,,,
15841901,Take Your Last Breath (Ruby Redfort #2),Lauren Child,"Child, Lauren",,076365468X,9780763654689,4,4.35,Candlewick Press,Hardcover,432,2013,2012,,11/10/2013,,,read,,,,1,,,0,,,,,
11999940,"Look Into My Eyes (Ruby Redfort, #1)",Lauren Child,"Child, Lauren",,0007334060,9780007334063,4,4.2,HarperCollins Publishers,Hardcover,390,2011,2011,,11/10/2013,,,read,,,,1,,,0,,,,,
13552760,The Whizz Pop Chocolate Shop,Kate Saunders,"Saunders, Kate",,1407129864,9781407129860,4,3.88,Scholastic,Paperback,290,2012,2012,,11/10/2013,,,read,,,,1,,,0,,,,,
13572812,Magicalamity,Kate Saunders,"Saunders, Kate",,0375989684,9780375989681,4,3.97,Delacorte Books for Young Readers,Hardcover,320,2012,2011,,11/10/2013,,,read,,,,1,,,0,,,,,
590125,"The Empress's Tomb (Kiki Strike, #2)",Kirsten Miller,"Miller, Kirsten",,1599900475,9781599900476,3,4.15,Bloomsbury USA Children's Books,Hardcover,350,2007,2007,,11/10/2013,,,read,,,,1,,,0,,,,,
187753,"Inside the Shadow City (Kiki Strike,#1)",Kirsten Miller,"Miller, Kirsten",,1582349606,9781582349602,4,4.06,Bloomsbury USA Children's Books,Hardcover,387,2006,2006,,11/10/2013,,,read,,,,1,,,0,,,,,
8680025,"The Darkness Dwellers (Kiki Strike, #3)",Kirsten Miller,"Miller, Kirsten",,,,4,4.26,Bloomsbury USA Childrens,Hardcover,416,2013,2013,,11/10/2013,,,read,,,,1,,,0,,,,,
14296648,"Mira's Diary: Lost in Paris (Mira's Diary, #1)",Marissa Moss,"Moss, Marissa",,1402266065,9781402266065,3,3.64,Sourcebooks Jabberwocky,Hardcover,224,2012,2012,,11/10/2013,,,read,,,,1,,,0,,,,,
15801103,"Triple Trouble (Trading Faces, #5)",Julia DeVillers,"DeVillers, Julia",Jennifer Roy,1442434074,9781442434073,3,4.25,Aladdin,ebook,240,2013,2013,,11/10/2013,,,read,,,,1,,,0,,,,,
7150029,"New Girl in Town (Liberty Porter, First Daughter, #2)",Julia DeVillers,"DeVillers, Julia",Paige Pooler,141699128X,9781416991281,2,4.15,Aladdin,Hardcover,208,2010,2000,,11/10/2013,,,read,,,,1,,,0,,,,,
6609720,Lynn Visible,Julia DeVillers,"DeVillers, Julia",,0525476911,9780525476917,4,4.07,Dutton Juvenile,Hardcover,160,2010,2010,,11/10/2013,,,read,,,,1,,,0,,,,,
11868848,"Double Feature (Trading Faces, #4)",Julia DeVillers,"DeVillers, Julia",Jennifer Roy,,,3,4.34,,Kindle Edition,288,,2012,,11/10/2013,,,read,,,,1,,,0,,,,,
6652460,"Liberty Porter, First Daughter",Julia DeVillers,"DeVillers, Julia",Paige Pooler,1416991263,9781416991267,3,4.07,Aladdin,Hardcover,176,2009,2009,,11/10/2013,,,read,,,,1,,,0,,,,,
6378300,"Take Two (Trading Faces, #2)",Julia DeVillers,"DeVillers, Julia",Jennifer Roy,1416975330,9781416975335,3,4.24,Aladdin,Hardcover,240,2010,2010,,11/10/2013,,,read,,,,1,,,0,,,,,
7804194,"Times Squared (Trading Faces, #3)",Julia DeVillers,"DeVillers, Julia",Jennifer Roy,1416975322,9781416975328,3,4.36,Aladdin,Hardcover,240,2011,2011,,11/10/2013,,,read,,,,1,,,0,,,,,
3002330,"Trading Faces (Trading Faces, #1)",Julia DeVillers,"DeVillers, Julia",Jennifer Roy,1416961682,9781416961680,3,4.22,Aladdin,Paperback,320,2009,2008,,11/10/2013,,,read,,,,1,,,0,,,,,
7926790,Prisoners in the Palace,Michaela MacColl,"MacColl, Michaela",,0811873005,9780811873000,4,3.78,Chronicle Books,Hardcover,368,2010,2010,,11/10/2013,,,read,,,,1,,,0,,,,,
16054808,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1),Chris Grabenstein,"Grabenstein, Chris",,037587089X,9780375870897,4,4.14,Random House Books for Young Readers,Hardcover,304,2013,2013,,11/10/2013,,,read,,,,1,,,0,,,,,
8805112,"The Queen's Lady (The Lacey Chronicles, #2)",Eve Edwards,"Edwards, Eve",,0141327332,9780141327334,4,3.9,Penguin,Paperback,324,2011,2011,,11/10/2013,,,read,,,,1,,,0,,,,,
393135,"Action! (Nancy Drew: Girl Detective, #6)",Carolyn Keene,"Keene, Carolyn",,0689865716,9780689865718,3,3.77,Aladdin,Paperback,144,2004,2004,,11/10/2013,,,read,,,,1,,,0,,,,,
24686,"Toys Go Out: Being the Adventures of a Knowledgeable Stingray, a Toughy Little Buffalo, and Someone Called Plastic (Toys #1)",Emily Jenkins,"Jenkins, Emily",Paul O. Zelinsky,0375836047,9780375836046,4,3.93,Schwartz & Wade Books,Hardcover,116,2006,2006,,11/10/2013,,,read,,,,1,,,0,,,,,
6658679,Drizzle,Kathleen Van Cleve,"Cleve, Kathleen Van",,0803733623,9780803733626,3,3.99,Dial Books for Young Readers,Hardcover,358,2010,2010,,11/10/2013,,,read,,,,1,,,0,,,,,
323152,"Time Stops for No Mouse (The Hermux Tantamoq Adventures, #1)",Michael Hoeye,"Hoeye, Michael",Dale Champlin,0698119916,9780698119918,2,3.89,Speak,Paperback,272,2003,1999,,11/10/2013,,,read,,,,1,,,0,,,,,
15779,Sideways Stories from Wayside School (Wayside School #1),Louis Sachar,"Sachar, Louis",Adam McCauley,0747571775,9780747571773,4,4.15,Bloomsbury Childrens Books,Paperback,144,2004,1978,,11/10/2013,,,read,,,,1,,,0,,,,,
147732,Miss Nelson Is Missing!,Harry Allard,"Allard, Harry",James  Marshall,0395401461,9780395401460,4,4.28,Sandpiper Books,Paperback,32,1985,1985,,11/10/2013,,,read,,,,1,,,0,,,,,
268917,"The Doll People (Doll People, #1)",Ann M. Martin,"Martin, Ann M.","Laura Godwin, Brian Selznick",0786812400,9780786812400,4,4.03,Hyperion Books for Children,Paperback,288,2003,2000,,11/10/2013,,,read,,,,1,,,0,,,,,
40081,"The Meanest Doll in the World (Doll People, #2)",Ann M. Martin,"Martin, Ann M.","Laura Godwin, Brian Selznick",0786852976,9780786852970,3,3.96,Hyperion Books for Children,Paperback,304,2005,2003,,11/10/2013,,,read,,,,1,,,0,,,,,
141745,Fairy Dust and the Quest for the Egg (Disney Fairies #1),Gail Carson Levine,"Levine, Gail Carson",David Christiana,0786834919,9780786834914,4,3.81,Disney Press,Hardcover,208,2005,2005,,11/10/2013,,,read,,,,1,,,0,,,,,
161656,"The Tail of Emily Windsnap (Emily Windsnap, #1)",Liz Kessler,"Kessler, Liz",Sarah Gibb,0763628115,9780763628116,3,3.9,Candlewick Press,Paperback,209,2010,2003,,11/10/2013,,,read,,,,1,,,0,,,,,
807968,"Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1)",Georgia Byng,"Byng, Georgia",,0060514094,9780060514099,4,3.88,HarperCollins,Paperback,371,2004,2002,,11/10/2013,,,read,,,,1,,,0,,,,,
819667,Snowmen at Night,Caralyn Buehner,"Buehner, Caralyn",Mark Buehner,0803725507,9780803725508,3,4.24,Dial Books,Hardcover,32,2002,2002,,11/10/2013,,,read,,,,1,,,0,,,,,
883051,Tacky the Penguin,Helen Lester,"Lester, Helen",Lynn Munsinger,0395562333,9780395562338,5,4.27,HMH Books for Young Readers,Paperback,32,1990,1988,,11/10/2013,,,read,,,,1,,,0,,,,,
708694,Middle School Is Worse Than Meatloaf: A Year Told Through Stuff,Jennifer L. Holm,"Holm, Jennifer L.",Elicia Castaldi,0689852819,9780689852817,3,3.79,Atheneum Books for Young Readers,Hardcover,128,2007,2006,,11/10/2013,,,read,,,,1,,,0,,,,,
349129,The Man Who Walked Between the Towers,Mordicai Gerstein,"Gerstein, Mordicai",,0439700418,9780439700412,2,4.15,Scholastic Inc.,Hardcover,34,2003,2003,,11/10/2013,,,read,,,,1,,,0,,,,,
517344,"Clementine (Clementine, #1)",Sara Pennypacker,"Pennypacker, Sara",Marla Frazee,0786838825,9780786838820,3,3.92,Hyperion Books for Children,Hardcover,144,2006,2006,,11/10/2013,,,read,,,,1,,,0,,,,,
773276,"Good Night, Gorilla",Peggy Rathmann,"Rathmann, Peggy",,0399230033,9780399230035,4,4.21,G.P. Putnam's Sons Books for Young Readers,Board Book,32,1996,1994,,11/10/2013,,,read,,,,1,,,0,,,,,
53580,The Going to Bed Book,Sandra Boynton,"Boynton, Sandra",,0671449028,9780671449025,5,4.22,Little Simon,Board Book,14,1982,1982,,11/10/2013,,,read,,,,1,,,0,,,,,
99561,Looking for Alaska,John Green,"Green, John",,0142402516,9780142402511,4,4.05,Speak,Paperback,221,2006,2005,,11/10/2013,,,read,,,,1,,,0,,,,,
9732272,Junonia,Kevin Henkes,"Henkes, Kevin",,0061964174,9780061964176,3,3.61,Greenwillow Books,Hardcover,176,2011,2011,,11/10/2013,,,read,,,,1,,,0,,,,,
20694,"Julius, the Baby of the World",Kevin Henkes,"Henkes, Kevin",,0688143881,9780688143886,4,4.27,Greenwillow Books,Paperback,32,1995,1990,,11/10/2013,,,read,,,,1,,,0,,,,,
858514,Wemberly Worried,Kevin Henkes,"Henkes, Kevin",,0688170277,9780688170271,4,4.22,Greenwillow Books,Hardcover,32,2000,2000,,11/10/2013,,,read,,,,1,,,0,,,,,
237665,Kitten's First Full Moon,Kevin Henkes,"Henkes, Kevin",,0060588284,9780060588281,5,4.09,Greenwillow Books,Hardcover,40,2004,2004,,10/9/2013,,,read,,,,1,,,0,,,,,
825081,Lilly's Purple Plastic Purse,Kevin Henkes,"Henkes, Kevin",,0688128971,9780688128975,5,4.2,Greenwillow Books,Hardcover,40,2006,1996,,11/10/2013,,,read,,,,1,,,0,,,,,
858513,Chrysanthemum,Kevin Henkes,"Henkes, Kevin",,0688147321,9780688147327,5,4.32,Greenwillow Books,Paperback,32,2008,1991,,11/10/2013,,,read,,,,1,,,0,,,,,
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,,,3,3.91,Quirk,Hardcover,352,2011,2011,,8/26/2013,,,read,,,,1,,,0,,,,,
204297,Sleeping Freshmen Never Lie,David Lubar,"Lubar, David",,0142407801,9780142407806,3,3.87,Speak,Paperback,288,2007,2005,11/9/2013,10/25/2013,,,read,,,,1,,,0,,,,,
1698268,"The Winning Element (The Specialists, #3)",Shannon Greenland,"Greenland, Shannon",,0142410527,9780142410523,3,4.03,Speak,Paperback,240,2008,2008,,11/6/2013,,,read,,,,1,,,0,,,,,
5981169,"Royal Flush (Her Royal Spyness Mysteries, #3)",Rhys Bowen,"Bowen, Rhys",,042522788X,9780425227886,4,3.93,Berkley Publishing Group,Hardcover,306,2009,2009,,10/27/2013,,,read,,,,1,,,0,,,,,
2241722,"A Royal Pain (Her Royal Spyness Mysteries, #2)",Rhys Bowen,"Bowen, Rhys",,0425221636,9780425221631,3,3.86,Berkley Hardcover,Hardcover,307,2008,2008,,10/27/2013,,,read,,,,1,,,0,,,,,
641549,"Model Spy (The Specialists, #1)",Shannon Greenland,"Greenland, Shannon",,0142408492,9780142408490,3,3.86,Speak,Paperback,224,2007,2007,,11/5/2013,,,read,,,,1,,,0,,,,,
641550,"Down to the Wire (The Specialists, #2)",Shannon Greenland,"Greenland, Shannon",,0142409170,9780142409176,3,4.06,Speak,Paperback,224,2007,2007,,11/6/2013,,,read,,,,1,,,0,,,,,
1023328,The Key to the Golden Firebird,Maureen Johnson,"Johnson, Maureen",,0060541385,9780060541385,2,3.67,HarperCollins Publishers,Hardcover,304,2004,2004,,11/3/2013,,,read,,,,1,,,0,,,,,
2769831,A Couple of Boys Have the Best Week Ever,Marla Frazee,"Frazee, Marla",,0152060200,9780152060206,4,3.9,HMH Books for Young Readers,Hardcover,32,2008,2008,,10/30/2013,,,read,,,,1,,,0,,,,,
7641180,The Tilting House,Tom Llewellyn,"Llewellyn, Tom",Sarah Watts,1582462887,9781582462882,0,3.59,Tricycle Press,Hardcover,156,2010,2010,,10/30/2013,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
6150990,"Dying to Meet You (43 Old Cemetery Road, #1)",Kate Klise,"Klise, Kate",M. Sarah Klise,0152057277,9780152057275,5,4.02,HMH Books for Young Readers,Hardcover,155,2009,2009,,10/30/2013,,,read,,,,1,,,0,,,,,
153540,The Little House,Virginia Lee Burton,"Burton, Virginia Lee",,0395181569,9780395181560,5,4.29,Houghton Mifflin Company,Hardcover,44,1942,1942,,10/30/2013,,,read,,,,1,,,0,,,,,
49750,An Abundance of Katherines,John Green,"Green, John",,0525476881,9780525476887,4,3.6,Dutton Books for Young Readers,Hardcover,229,2006,2006,10/27/2013,10/4/2013,,,read,,,,1,,,0,,,,,
301022,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",E. Lockhart,"Lockhart, E.",,0385732074,9780385732079,1,3.49,Ember,Paperback,229,2006,2005,,10/12/2013,,,read,,,,1,,,0,,,,,
16065592,You Look Different in Real Life,Jennifer Castle,"Castle, Jennifer",,0062209779,9780062209771,2,3.67,HarperTeen,Hardcover,355,2013,2013,,10/12/2013,,,read,,,,1,,,0,,,,,
13997,"The Serpent's Shadow (Elemental Masters, #1)",Mercedes Lackey,"Lackey, Mercedes",,0756400619,9780756400613,0,3.99,Daw Books,Paperback,394,2002,2001,,10/25/2013,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
